"gene"	"contrast_1_logFC_DGE_Glia_vs_Neuron"	"contrast_1_padj_DGE_Glia_vs_Neuron"	"contrast_1_lg10p_DGE_Glia_vs_Neuron"	"add_MA_cts_MA_Avg_DGE_Glia_vs_Neuron"	"X"	"Y"
"1500015A07Rik"	0.232376996484302	0.444581575256407	0.35204853968084	0.0803205175831805	0.0803205175831805	0.232376996484302
"1500026H17Rik"	0.00403403704724518	0.990695772601544	0.00405969018170946	0.0667400421364428	0.0667400421364428	0.00403403704724518
"1500035N22Rik"	-0.517409659760116	0.22980699393634	0.638636758146696	0.0370594911942695	0.0370594911942695	-0.517409659760116
"1520401A03Rik"	0	0	0	0.0025972554591753	0.0025972554591753	0
"1600002D24Rik"	0	0	0	0.00893761316197391	0.00893761316197391	0
"1600002H07Rik"	0.283382884676299	0.498073356097975	0.302706689765543	0.0427309492657263	0.0427309492657263	0.283382884676299
"1600002K03Rik"	0.53955711511471	0.0298594395604909	1.52491834791945	0.116211590196742	0.116211590196742	0.53955711511471
"1600010M07Rik"	1.41216097807522	2.05116449024786e-43	42.6879995106007	0.562262213154102	0.562262213154102	1.41216097807522
"1600012H06Rik"	0.692413995041616	0.000439225366496196	3.35731258610988	0.162302226619131	0.162302226619131	0.692413995041616
"1600014C10Rik"	-0.220629808180702	0.380289171721847	0.419886040426969	0.114426868838893	0.114426868838893	-0.220629808180702
"1600020E01Rik"	-0.0154695779383363	0.936084258912106	0.0286850577430757	0.241076539105947	0.241076539105947	-0.0154695779383363
"1700001C02Rik"	0	0	0	0.00888667078474031	0.00888667078474031	0
"1700001C19Rik"	2.4676111701935	8.30838076497805e-06	5.0804836083888	0.0257596434266677	0.0257596434266677	2.4676111701935
"1700001D01Rik"	0	0	0	0.00248764416550078	0.00248764416550078	0
